"","unique(bis$scientificName)"
"4140","Semaeostomeae"
"4141","Lampoctenidae"
"4142","Pleuronectiformes"
"4143","Arthropoda"
"4144","Apristurus pinguis"
"4145","Metanephrops sagamiensis"
"4146","Freyellidae"
"4147","Sagamalia hinomaru"
"4148","Aequoreidae"
"4149","Buccinum soyomaruae"
"4150","Helicolenus"
"4151","Metanephrops japonicus"
"4152","Beryciformes"
"4153","Haliphron atlanticus"
"4154","Pristiophorus japonicus"
"4155","Centrophorus"
"4156","Bathysaurus"
"4157","Hexanchus"
"4158","Nemichthyidae"
"4159","Calycophorae"
"4160","Chimaeriformes"
"4161","Salpidae"
"4162","Apristurus"
"4163","Beroe"
"4164","Pelagothuriidae"
"4165","Bathygadinae"
"4166","Bathyraja abyssicola"
"4167","Pseudotriakis microdon"
"4168","Sepioidea"
"4169","Ctenophora"
"4170","Deepstaria enigmatica"
"4171","Bathyalcyon"
"4172","Stereolepis doederleini"
"4173","Cestum veneris"
"4174","Thalassocalyce"
"4175","Eurhamphaea vexilligera"
"4176","Lampocteis"
"4177","Grimpoteuthis"
"4178","Chaunacops"
"4179","Opisthoteuthidae"
"4180","Hexatrygon bickelli"
"4181","Pristigenys"
"4182","Stomiiformes"
"4183","Periphyllidae"
"4184","Coronatae"
"4185","Actinoscyphia"
"4186","Mediaster brachiatus"
"4187","Parmaturus pilosus"
"4188","Squatina"
"4189","Caulophacus"
"4190","Chionoecetes"
"4191","Piscicolidae"
"4192","Velifer hypselopterus"
"4193","Echinothurioida"
"4194","Bathypterois"
"4195","Nidalia"
"4196","Pyrosomatidae"
"4197","Chaceon"
"4198","Sebastidae"
"4199","Chaetopteridae"
"4200","Lophiodes"
"4201","Melanostomiinae"
"4202","Triacanthodidae"
"4203","Gigantactinidae"
"4204","Centrophorus squamosus"
"4205","Pedunculata"
"4206","Phormosoma bursarium"
"4207","Spectrunculus grandis"
"4208","Leptomedusae"
"4209","Notacanthoidei"
"4210","Scalicus"
"4211","Bothrocara"
"4212","Hoplostethus crassispinus"
"4213","Erilepis zonifer"
"4214","Beroidae"
"4215","Idiacanthus"
"4216","Laemonema"
"4217","Sladenia"
"4218","Pristigenys meyeri"
"4219","Gadiformes"
"4220","Trachichthyidae"
"4221","Chondrichthyes"
"4222","Leuroglossus schmidti"
"4223","Chimaera"
"4224","Colobonema"
"4225","Bathyraja"
"4226","Octacnemidae"
"4227","Myxiniformes"
"4228","Centroscymnus"
"4229","Nephropoidea"
"4230","Penaeoidea"
"4231","Ophisurus macrorhynchos"
"4232","Macroramphosidae"
"4233","Sebastes joyneri"
"4234","Grammicolepididae"
"4235","Plumarella"
"4236","Acanthogorgiidae"
"4237","Lithodes"
"4238","Sebastes matsubarae"
"4239","Zoarcoidei"
"4240","Haliporoides sibogae"
"4241","Aulopiformes"
"4242","Paroctopus dofleini"
"4243","Rhinochimaera"
"4244","Rossellinae"
"4245","Somniosus (Somniosus) pacificus"
"4246","Pterotracheidae"
"4247","Vogtia"
"4248","Doliolidae"
"4249","Aristeidae"
"4250","Orphnurgus glaber"
"4251","Perciformes"
"4252","Octopodidae"
"4253","Paraescarpia echinospica"
"4254","Hydrolagus purpurescens"
"4255","Odontaspis ferox"
"4256","Acanthacaris tenuimana"
"4257","Myxini"
"4258","Kiyohimea"
"4259","Brisingida"
"4260","Chionoecetes opilio"
"4261","Heterotiara anonyma"
"4262","Palinuridae"
"4263","Paromola japonica"
"4264","Tentaculata"
"4265","Agalma okeni"
"4266","Nessorhamphus"
"4267","Notacanthidae"
"4268","Dalatias licha"
"4269","Pyrosoma atlanticum"
"4270","Clio pyramidata"
"4271","Mesochordaeus erythrocephalus"
"4272","Atorella"
"4273","Paralomis hystrix"
"4274","Branchiocerianthus"
"4275","Triakidae"
"4276","Nematocarcinidae"
"4277","Cirrothauma murrayi"
"4278","Hexanchus griseus"
"4279","Mikadotrochus salmiana"
"4280","Marianactis bythios"
"4281","Bramidae"
"4282","Perotrochus hirasei"
"4283","Geryonidae"
"4284","Opisthoteuthis"
"4285","Clausophyidae"
"4286","Onykia loennbergii"
"4287","Anuropidae"
"4288","Forskalia"
"4289","Rhinochimaera africana"
"4290","Bothrocara molle"
"4291","Neobythites"
"4292","Gempylidae"
"4293","Synallactidae"
"4294","Limidae"
"4295","Pandalopsis japonica"
"4296","Heliometra glacialis maxima"
"4297","Beroida"
"4298","Peristediidae"
"4299","Regadrella"
"4300","Chiridotidae"
"4301","Ommastrephes bartramii"
"4302","Pteroctopus hoylei"
"4303","Sebastes"
"4304","Aphrocallistes"
"4305","Pleuronectidae"
"4306","Squatina japonica"
"4307","Neolithodes nipponensis"
"4308","Chlamydoselachus anguineus"
"4309","Bayerotrochus africanus teramachii"
"4310","Lithodes turritus"
"4311","Pentametrocrinidae"
"4312","Proisocrinus ruberrimus"
"4313","Lebbeus groenlandicus"
"4314","Pagurus rathbuni"
"4315","Bursa (Tritonoranella) ranelloides"
"4316","Hirudinoidea"
"4317","Metanephrops"
"4318","Apolemiidae"
"4319","Psychropotes"
"4320","Corallimorpharia"
"4321","Tetraodontiformes"
"4322","Grimpoteuthis hippocrepium"
"4323","Stylasteridae"
"4324","Pterothrissinae"
"4325","Ostichthys archiepiscopus"
"4326","Forskaliidae"
"4327","Carinarioidea"
"4328","Squalidae"
"4329","Regadrella okinoseana"
"4330","Zeiformes"
"4331","Anneissia pinguis"
"4332","Bathyraja aleutica"
"4333","Dalatiidae"
"4334","Cociella punctata"
"4335","Sebastiscus"
"4336","Bythotiaridae"
"4337","Tiburonia"
"4338","Euprymna morsei"
"4339","Solemya (Petrasma) pervernicosa"
"4340","Stygiomedusa gigantea"
"4341","Oikopleura"
"4342","Peniagone leander"
"4343","Actinostolidae"
"4344","Abyssocladia natsushimae"
"4345","Amphitretus"
"4346","Mertensia"
"4347","Bolitaena"
"4348","Clausophyes"
"4349","Solaster paxillatus"
"4350","Berycidae"
"4351","Hexanchus nakamurai"
"4352","Octopodiformes"
"4353","Mastigoteuthis cordiformis"
"4354","Scombrops"
"4355","Kephyes"
"4356","Thalassometridae"
"4357","Aspidodiadema"
"4358","Colossendeis nasuta"
"4359","Corallium konojoi"
"4360","Arthrogorgia ijimai"
"4361","Chrysogorgiidae"
"4362","Synagrops"
"4363","Antimora"
"4364","Parmaturus"
"4365","Cephalopoda"
"4366","Peniagone azorica"
"4367","Acanthascus"
"4368","Boloceroididae"
"4369","Hexanchiformes"
"4370","Plesiobatidae"
"4371","Corallium"
"4372","Deimatidae"
"4373","Caelorinchus hexafasciatus"
"4374","Myliobatiformes"
"4375","Beryx"
"4376","Parmaturus melanobranchus"
"4377","Mastigoteuthis"
"4378","Phlebobranchia"
"4379","Beroe abyssicola"
"4380","Ostichthys"
"4381","Caelorinchus japonicus"
"4382","Tiaropsidium shinkaii"
"4383","Conocara"
"4384","Lithodes longispina"
"4385","Chaunax tosaensis"
"4386","Peniagone dubia"
"4387","Ophiochiton fastigatus"
"4388","Ophiocreas caudatus"
"4389","Alopias superciliosus"
"4390","Leucothea"
"4391","Ceramaster japonicus"
"4392","Paelopatides confundens"
"4393","Kophobelemnidae"
"4394","Lophiidae"
"4395","Halicreas"
"4396","Caelorinchus"
"4397","Epigonidae"
"4398","Gonatopsis"
"4399","Centroscymnus coelolepis"
"4400","Echinorhinus cookei"
"4401","Abylopsis eschscholtzi"
"4402","Abylopsis tetragona"
"4403","Amphicaryon acaule"
"4404","Bassia bassensis"
"4405","Diphyidae"
"4406","Chelophyes appendiculata"
"4407","Chelophyes contorta"
"4408","Chuniphyes"
"4409","Clausophyes laetmata"
"4410","Clausophyes moserae"
"4411","Desmophyes"
"4412","Dimophyes arctica"
"4413","Diphyes bojani"
"4414","Erenna richardi"
"4415","Eudoxia macra"
"4416","Eudoxia"
"4417","Eudoxoides mitra"
"4418","Halistemma rubrum"
"4419","Heteropyramis crystallina"
"4420","Kephyes ovata"
"4421","Lensia achilles"
"4422","Lensia ajax"
"4423","Lensia asymmetrica"
"4424","Lensia campanella"
"4425","Lensia cordata"
"4426","Lensia exeter"
"4427","Lensia fowleri"
"4428","Lensia grimaldii"
"4429","Lensia hardy"
"4430","Lensia hostile"
"4431","Lensia lelouveteau"
"4432","Lensia meteori"
"4433","Lensia multicristata"
"4434","Lensia nagabhushanami"
"4435","Lensia panikkari"
"4436","Lensia quadriculata"
"4437","Lensia subtilis"
"4438","Lensia zenkevitchi"
"4439","Muggiaea atlantica"
"4440","Muggiaea bargmannae"
"4441","Muggiaea delsmani"
"4442","Nectadamas richardi"
"4443","Vogtia glabra"
"4444","Vogtia pentacantha"
"4445","Deania histricosa"
"4446","Helicolenus hilgendorfi"
"4447","Bathynomus doederleinii"
"4448","Pandalus nipponensis"
"4449","Centrophorus granulosus"
"4450","Fusitriton oregonensis"
"4451","Buccinum leucostoma"
"4452","Dipsastraea"
"4453","Latreilliidae"
"4454","Phyllidiidae"
"4455","Calpurnus verrucosus"
"4456","Faviidae"
"4457","Synalpheus demani"
"4458","Pterois antennata"
"4459","Philarius gerlachei"
"4460","Chromodorididae"
"4461","Ophichthidae"
"4462","Sarcophyton"
"4463","Stonogobiops nematodes"
"4464","Aspidochirotida"
"4465","Hypselodoris infucata"
"4466","Lotilia klausewitzi"
"4467","Glossodoris cruentus"
"4468","Stonogobiops yasha"
"4469","Coris batuensis"
"4470","Phyllidia coelestis"
"4471","Plagiotremus tapeinosoma"
"4472","Chromodoris odhneri"
"4473","Xyrichtys pentadactylus"
"4474","Istigobius decoratus"
"4475","Montipora digitata"
"4476","Hamodactylus noumeae"
"4477","Jaydia lineata"
"4478","Phyllidiella pustulosa"
"4479","Acropora"
"4480","Taenianotus triacanthus"
"4481","Elysiidae"
"4482","Gymnodoris nigricolor"
"4483","Amblyeleotris japonica"
"4484","Nemateleotris decora"
"4485","Acanthaster planci"
"4486","Synodus dermatogenys"
"4487","Sepia latimanus"
"4488","Chromodoris fidelis"
"4489","Amphiprion polymnus"
"4490","Pocillopora eydouxi"
"4491","Trapezia tigrina"
"4492","Pseudanthias pascalus"
"4493","Goniopora lobata"
"4494","Asthenosoma ijimai"
"4495","Paracanthurus hepatus"
"4496","Priacanthidae"
"4497","Ceriantharia"
"4498","Porites australiensis"
"4499","Elysia splendens"
"4500","Pocillopora damicornis"
"4501","Sinularia flexibilis"
"4502","Chelidonura hirundinina"
"4503","Amphiprion sandaracinos"
"4504","Genicanthus watanabei"
"4505","Blastomussa vivida"
"4506","Chromis chrysura"
"4507","Tritoniidae"
"4508","Plectropomus leopardus"
"4509","Mauritia mauritiana"
"4510","Protoreaster nodosus"
"4511","Bornella anguilla"
"4512","Chelonia mydas mydas"
"4513","Pseudanthias pleurotaenia"
"4514","Amblyeleotris ogasawarensis"
"4515","Hypselodoris maculosa"
"4516","Chromodoris willani"
"4517","Chromis viridis"
"4518","Stenopus hispidus"
"4519","Pictichromis porphyrea"
"4520","Porites cylindrica"
"4521","Halichoeres prosopeion"
"4522","Lutjanidae"
"4523","Fungiidae"
"4524","Spirobranchus giganteus"
"4525","Scarus hypselopterus"
"4526","Blenniella chrysospilos"
"4527","Amblyeleotris wheeleri"
"4528","Malacanthus latovittatus"
"4529","Cadlinella ornatissima"
"4530","Bullina lineata"
"4531","Holothuria (Mertensiothuria) leucospilota"
"4532","Sphyraena flavicauda"
"4533","Lagocephalus sceleratus"
"4534","Pyramidella dolabrata"
"4535","Emydocephalus ijimae"
"4536","Amphiprion ocellaris"
"4537","Panulirus longipes bispinosus"
"4538","Cuapetes platycheles"
"4539","Ptereleotris grammica grammica"
"4540","Neotrygon kuhlii"
"4541","Forcipiger flavissimus"
"4542","Discodorididae"
"4543","Pteraeolidia ianthina"
"4544","Chaetodon melannotus"
"4545","Chaetodontidae"
"4546","Goniopora"
"4547","Astropecten polyacanthus"
"4548","Porites"
"4549","Gymnomuraena zebra"
"4550","Gasterosteiformes"
"4551","Dardanus megistos"
"4552","Chlorodesmis caespitosa"
"4553","Lopha cristagalli"
"4554","Austraeolis ornata"
"4555","Hydnophora"
"4556","Vir philippinensis"
"4557","Plerogyra sinuosa"
"4558","Amblyeleotris guttata"
"4559","Paracirrhites forsteri"
"4560","Pardachirus pavoninus"
"4561","Valonia ventricosa"
"4562","Chaetodon trifascialis"
"4563","Cromileptes altivelis"
"4564","Periclimenes brevicarpalis"
"4565","Kuhlia"
"4566","Ophieleotris"
"4567","Cichlidae"
"4568","Chaetodon rafflesii"
"4569","Epinephelus maculatus"
"4570","Novaculichthys taeniourus"
"4571","Chaetodon reticulatus"
"4572","Caretta caretta"
"4573","Echeneis naucrates"
"4574","Radianthus ritteri"
"4575","Thelenota ananas"
"4576","Heterocentrotus mamillatus"
"4577","Pedum spondyloideum"
"4578","Cymothoa eremita"
"4579","Cassiopea"
"4580","Leptoseris"
"4581","Charonia tritonis"
"4582","Gonodactylus chiragra"
"4583","Merulinidae"
"4584","Galaxea"
"4585","Stylophora pistillata"
"4586","Gymnothorax chlorostigma"
"4587","Tubipora musica"
"4588","Lobophyllia robusta"
"4589","Diploastrea heliopora"
"4590","Pachyseris"
"4591","Antennariidae"
"4592","Diadema savignyi"
"4593","Thor amboinensis"
"4594","Euphyllia divisa"
"4595","Trapezia rufopunctata"
"4596","Culcita novaeguineae"
"4597","Aglajidae"
"4598","Montipora venosa"
"4599","Pleistacantha sanctijohannis"
"4600","Ostracion meleagris"
"4601","Chaetodon bennetti"
"4602","Haliotis asinina"
"4603","Heteractis crispa"
"4604","Laticauda laticaudata"
"4605","Hydnophora microconos"
"4606","Dardanus pedunculatus"
"4607","Calliactis polypus"
"4608","Sarcophyton glaucum"
"4609","Camposcia retusa"
"4610","Amblyglyphidodon aureus"
"4611","Holocentridae"
"4612","Actinopyga"
"4613","Chaetodon adiergastos"
"4614","Dipsastraea speciosa"
"4615","Didemnum molle"
"4616","Rhinomuraena quaesita"
"4617","Dasyatidae"
"4618","Choriaster granulatus"
"4619","Gymnodorididae"
"4620","Oxycirrhites typus"
"4621","Melithaea flabellifera"
"4622","Odontodactylus scyllarus"
"4623","Lobactis"
"4624","Chromodoris coi"
"4625","Berthella martensi"
"4626","Tripneustes gratilla"
"4627","Acropora gemmifera"
"4628","Plakobranchidae"
"4629","Scorpaenopsis cirrosa"
"4630","Caloria militaris"
"4631","Tambja sagamiana"
"4632","Amblyeleotris yanoi"
"4633","Chromodoris geometrica"
"4634","Guinusia dentipes"
"4635","Holothuria edulis"
"4636","Diadema setosum"
"4637","Manta alfredi"
"4638","Parapercis clathrata"
"4639","Platygyra"
"4640","Calotomus japonicus"
"4641","Pygoplites diacanthus"
"4642","Cheloniidae"
"4643","Montipora aequituberculata"
"4644","Plectorhinchus chaetodonoides"
"4645","Periclimenes soror"
"4646","Echinothrix calamaris"
"4647","Cirrhitichthys aprinus"
"4648","Plakobranchus ocellatus"
"4649","Sagaminopteron ornatum"
"4650","Gymnothorax fimbriatus"
"4651","Nardoa"
"4652","Sabellastarte japonica"
"4653","Ctenoides ales"
"4654","Hexabranchus sanguineus"
"4655","Clypeasteroida"
"4656","Rhynchocinetes durbanensis"
"4657","Neopetrolisthes maculatus"
"4658","Stichodactyla haddoni"
"4659","Heteractis magnifica"
"4660","Chromodoris aureopurpurea"
"4661","Dactylopus dactylopus"
"4662","Turbinaria ornata"
"4663","Phyllidia ocellata"
"4664","Echinopora lamellosa"
"4665","Pectinia paeonia"
"4666","Symphyllia"
"4667","Choerodon schoenleinii"
"4668","Astreopora"
"4669","Lobophyllia"
"4670","Echinophyllia"
"4671","Herpolitha"
"4672","Tridacna"
"4673","Xyrichtys"
"4674","Pocillopora"
"4675","Phidoloporidae"
"4676","Entacmaea"
"4677","Apogonidae"
"4678","Lobophytum"
"4679","Echinophyllia aspera"
"4680","Pagurus hirtimanus"
"4681","Subergorgia"
"4682","Linckia laevigata"
"4683","Mexichromis multituberculata"
"4684","Ancylomenes venustus"
"4685","Heteractis aurora"
"4686","Permanotus purpureus"
"4687","Discotrema crinophilum"
"4688","Aurelia aurita"
"4689","Hypselodoris purpureomaculosa"
"4690","Aplysiidae"
"4691","Phyllodesmium longicirrum"
"4692","Cadlinidae"
"4693","Hydrophis ornatus maresinensis"
"4694","Periclimenes commensalis"
"4695","Distichopora violacea"
"4696","Ovula ovum"
"4697","Euphyllia"
"4698","Sphyraenidae"
"4699","Cerberilla albopunctata"
"4700","Serranocirrhitus latus"
"4701","Neoclinus toshimaensis"
"4702","Dendronephthya"
"4703","Caprella"
"4704","Cypraea tigris"
"4705","Halimeda incrassata"
"4706","Portunidae"
"4707","Sepiidae"
"4708","Hyastenus"
"4709","Diogenidae"
"4710","Parapercis schauinslandii"
"4711","Sabellastarte sanctijosephi"
"4712","Philinopsis cyanea"
"4713","Ptereleotris monoptera"
"4714","Noumea varians"
"4715","Toxopneustes pileolus"
"4716","Cirrhipathes anguina"
"4717","Allogalathea elegans"
"4718","Pocillopora verrucosa"
"4719","Chromodoris tinctoria"
"4720","Pleurosicya muscarum"
"4721","Scolopsis ciliata"
"4722","Pseudanthias dispar"
"4723","Vanderhorstia ornatissima"
"4724","Bryaninops loki"
"4725","Hypselodoris maritima"
"4726","Bryaninops amplus"
"4727","Palaemonella pottsi"
"4728","Padina"
"4729","Hydroclathrus"
"4730","Seriatopora"
"4731","Halichoeres orientalis"
"4732","Stalix histrio"
"4733","Catalaphyllia jardinei"
"4734","Tridacna crocea"
"4735","Amblyeleotris periophthalma"
"4736","Chaetodon ulietensis"
"4737","Syngnathidae"
"4738","Turbinaria frondens"
"4739","Laomenes amboinensis"
"4740","Turbinaria mesenterina"
"4741","Turbinaria"
"4742","Dendronephthya nipponica"
"4743","Diploprion bifasciatum"
"4744","Chironephthya"
"4745","Doliolum"
"4746","Bacteriastrum"
"4747","Chaetoceros lorenzianum"
"4748","Chaetoceros"
"4749","Hemiaulus membranaceus"
"4750","Mastogloia rostrata"
"4751","Rhizosolenia calcar-avis"
"4752","Rhizosolenia castracanei"
"4753","Rhizosolenia styliformis"
"4754","Bacillariophyceae"
"4755","Sagitta bipunctata"
"4756","Sagitta decipiens"
"4757","Sagitta enflata"
"4758","Sagitta ferox"
"4759","Sagitta hexaptera"
"4760","Sagitta lyra"
"4761","Sagitta minima"
"4762","Sagitta neglecta"
"4763","Sagitta pacifica"
"4764","Sagitta pseudoserratodentata"
"4765","Sagitta regularis"
"4766","Sagitta robusta"
"4767","Pterosagitta draco"
"4768","Krohnitta pacifica"
"4769","Krohnitta subtilis"
"4770","Eukrohnia kitoui"
"4771","Porcellanidae"
"4772","Chaetoceros dadayi"
"4773","Chaetoceros saltans"
"4774","Squillidae"
"4775","Leptocylindrus mediterraneus"
"4776","Ophiolepididae"
"4777","Rhizosolenia cylindrus"
"4778","Hemiaulus hauckii"
"4779","Noctiluca scintillans"
"4780","Pyrocystis noctiluca"
"4781","Prorocentrum triestinum"
"4782","Bacteriastrum comosum"
"4783","Cerataulina pelagica"
"4784","Chaetoceros danicum"
"4785","Chaetoceros pseudodichaeta"
"4786","Chaetoceros curvisetum"
"4787","Chaetoceros decipiens"
"4788","Prorocentrum"
"4789","Eucampia zoodiacus"
"4790","Lauderia annulata"
"4791","Nitzschia longissima"
"4792","Nitzschia"
"4793","Rhizosolenia setigera"
"4794","Rhizosolenia stolterfothii"
"4795","Thalassiosira"
"4796","Thalassiothrix heteromorpha var. mediterranea"
"4797","Gymnodinium sanguineum"
"4798","Pelagonemertes moseleyi"
"4799","Sagitta neodecipiens"
"4800","Gyrodinium"
"4801","Bacteriastrum elongatum"
"4802","Bacteriastrum varians"
"4803","Chaetoceros neapolitanum"
"4804","Chaetoceros rostratum"
"4805","Chaetoceros breve"
"4806","Corethron criophilum"
"4807","Ditylum brightwellii"
"4808","Dinophysis acuminata"
"4809","Eucampia cornuta"
"4810","Leptocylindrus danicus"
"4811","Rhizosolenia alata"
"4812","Rhizosolenia delicatula"
"4813","Dinophysis rotundata"
"4814","Skeletonema costatum"
"4815","Thalassionema nitzschioides"
"4816","Oxyphysis oxytoxoides"
"4817","Asterionella glacialis"
"4818","Ceratium lineatum"
"4819","Hemiaulus sinensis"
"4820","Thalassiothrix frauenfeldii"
"4821","Helgolandinium"
"4822","Sagitta pulchra"
"4823","Protoperidinium bipes"
"4824","Rhizosolenia styliformis var. longispina"
"4825","Protoperidinium pellucidum"
"4826","Peridinium"
"4827","Chaetoceros tetrastichon"
"4828","Sagitta bedoti"
"4829","Scrippsiella"
"4830","Sagitta crassa"
"4831","Sagitta nagae"
"4832","Coscinodiscus wailesii"
"4833","Nitzschia delicatissima"
"4834","Pleurosigma"
"4835","Cylindrotheca closterium"
"4836","Asteromphalus"
"4837","Chaetoceros messanense"
"4838","Coscinodiscus"
"4839","Dictyocha fibula"
"4840","Nitzschia longissima var. reversa"
"4841","Distephanus speculum"
"4842","Ebria tripartita"
"4843","Euglenaceae"
"4844","Chaetoceros polygonum"
"4845","Chaetoceros affine"
"4846","Chaetoceros anastomosans"
"4847","Bikonta"
"4848","Ditylum sol"
"4849","Rhizosolenia bergonii"
"4850","Obelia"
"4851","Calanus tenuicornis"
"4852","Chaetoceros pendulum"
"4853","Tropidoneis antarctica var. polyplasta"
"4854","Euchaeta"
"4855","Bacteriastrum elongatum var. diversum"
"4856","Centropages tenuiremis"
"4857","Acartia omorii"
"4858","Stauroneis membranacea"
"4859","Corycaeus affinis"
"4860","Lanceoloidea"
"4861","Lophogastrida"
"4862","Thalassiothrix longissima"
"4863","Eukrohnia hamata"
"4864","Chaetoceros tortissimum"
"4865","Evadne nordmanni"
"4866","Hyalodiscus stelliger"
"4867","Penilia avirostris"
"4868","Eucalanus subcrassus"
"4869","Leptocylindrus minimus"
"4870","Chaetoceros compressum"
"4871","Acartia danae"
"4872","Chaetoceros convolutum"
"4873","Bacteriastrum mediterraneum"
"4874","Chaetoceros peruvianum"
"4875","Chaetoceros diversum"
"4876","Chaetoceros sociale"
"4877","Guinardia flaccida"
"4878","Rhizosolenia fragilissima"
"4879","Rhizosolenia indica"
"4880","Sagitta"
"4881","Chaetoceros didymum var. anglica"
"4882","Ectoprocta"
"4883","Chaetoceros coarctatum"
"4884","Chaetoceros didymum"
"4885","Radiolaria"
"4886","Beroe cucumis"
"4887","Cavolinia"
"4888","Firoloida desmaresti"
"4889","Sagitella kowalevskii"
"4890","Rhabdonema arcuatum"
"4891","Climacodium frauenfeldianum"
"4892","Pyxillaceae"
"4893","Cosmocalanus darwini"
"4894","Eucalanus attenuatus"
"4895","Eucalanus crassus"
"4896","Eucalanus subtenuis"
"4897","Rhizosolenia alata f. gracillima"
"4898","Paraeuchaeta simplex"
"4899","Paraeuchaeta"
"4900","Sapphirina gastrica"
"4901","Biddulphia sinensis"
"4902","Euphausia pacifica"
"4903","Thalassiosira decipiens"
"4904","Chaetoceros vanheurckii"
"4905","Sagitta elegans"
"4906","Stephanopyxis palmeriana"
"4907","Thalassiosira diporocyclus"
"4908","Krohnitta"
"4909","Thalia orientalis"
"4910","Chaetoceros seychellarum"
"4911","Chaetoceros laciniosum"
"4912","Chaetoceros radicans"
"4913","Rhizosolenia styliformis var. polydactyla"
"4914","Gymnodinium"
"4915","Ceratium declinatum"
"4916","Ceratium furca"
"4917","Detonula pumila"
"4918","Ceratium teres"
"4919","Goniodoma polyedricum"
"4920","Dinoflagellata"
"4921","Navicula"
"4922","Globigerinidae"
"4923","Rhizosolenia acuminata"
"4924","Muggiaea spiralis"
"4925","Rhizosolenia robusta"
"4926","Creseis"
"4927","Travisiopsis lobifera"
"4928","Vanadis"
"4929","Tomopteris elegans"
"4930","Lucicutia ovalis"
"4931","Acartia negligens"
"4932","Noctilucaceae"
"4933","Coleoidea"
"4934","Lepas anatifera"
"4935","Branchiostoma belcheri"
"4936","Trichodesmium thiebautii"
"4937","Chaetoceros debile"
"4938","Amphidinium"
"4939","Chaetoceros distans"
"4940","Pronoctiluca spinifera"
"4941","Blepharocysta splendor-maris"
"4942","Ceratium biceps"
"4943","Melosira"
"4944","Biddulphia longicruris"
"4945","Planktoniella sol"
"4946","Bacteriastrum furcatum"
"4947","Nitzschia pungens"
"4948","Dactyliosolen antarcticus"
"4949","Navicula pelagica"
"4950","Thalassiosira angstii"
"4951","Chaetoceros willei"
"4952","Lopadorrhynchus"
"4953","Chaetoceros affine var. circinale"
"4954","Corethron pelagicum"
"4955","Paracandacia truncata"
"4956","Sagitta zetesios"
"4957","Corycaeus lautus"
"4958","Farranula gibbulus"
"4959","Rhabdosoma brevicaudatum"
"4960","Fritillaridae"
"4961","Sergestidae"
"4962","Hydromyles globulosa"
"4963","Sagitella"
"4964","Streptotheca thamensis"
"4965","Chaetoceros indicum"
"4966","Coscinodiscus oculus-iridis"
"4967","Chaetoceros decipiens f. singulare"
"4968","Pseudoeunotia doliolus"
"4969","Bacteriastrum minus"
"4970","Pachyptilus"
"4971","Pontellopsis"
"4972","Rhizosolenia"
"4973","Chaetoceros pelagicum"
"4974","Stylocheiron"
"4975","Keratella"
"4976","Fritillaria"
"4977","Carinariidae"
"4978","Chaetoceros costatum"
"4979","Chaetoceros eibenii"
"4980","Chaetoceros densum"
"4981","Chaetoceros laeve"
"4982","Hemidiscus cuneiformis"
"4983","Haloptilus mucronatus"
"4984","Paracandacia bispinosa"
"4985","Copilia longistylis"
"4986","Atlanta"
"4987","Asteromphalus hookeri"
"4988","Thalassiosira rotula"
"4989","Nitzschia grunowii"
"4990","Bacterosira"
"4991","Rhizosolenia hebetata f. semispina"
"4992","Rhizosolenia imbricata"
"4993","Corycaeus pacificus"
"4994","Chaetoceros pseudocurvisetum"
"4995","Chaetoceros seiracanthum"
"4996","Pyrocystis fusiformis"
"4997","Actinoptychus senarius"
"4998","Sagitta scrippsae"
"4999","Bradyidius"
"5000","Pseudodiaptomus marinus"
"5001","Euaugaptilus hecticus"
"5002","Dinophysis mitra"
"5003","Ceratium fusus"
"5004","Thalassiothrix"
"5005","Stigmaphora"
"5006","Prorocentrum minimum"
"5007","Protoperidinium subinerme"
"5008","Coscinodiscus asteromphalus"
"5009","Coscinodiscus gigas"
"5010","Oithona brevicornis"
"5011","Janthina"
"5012","Chiridius molestus"
"5013","Undeuchaeta"
"5014","Scolecithricella echinatus"
"5015","Monstrilloida"
"5016","Nematoscelis"
"5017","Dinophysis hastata"
"5018","Blepharocysta"
"5019","Gonyaulax hyalina"
"5020","Oxytoxum parvum"
"5021","Oxytoxum"
"5022","Podolampas elegans"
"5023","Protoperidinium divergens"
"5024","Mastogloia"
"5025","Paralia sulcata"
"5026","Nitzschia seriata"
"5027","Navicula wawrikae"
"5028","Coccolithophorales"
"5029","Chaetoceros denticulatum"
"5030","Rhizosolenia shrubsolei"
"5031","Clione limacina"
"5032","Vanadis minuta"
"5033","Chaetoceros didymum var. protuberans"
"5034","Pachos dentatum"
"5035","Corycaeus furcifer"
"5036","Doliolum nationalis"
"5037","Osteichthyes"
"5038","Pyrocystis hamulus var. semicircularis"
"5039","Prorocentrum balticum"
"5040","Prorocentrum micans"
"5041","Thalassionema"
"5042","Oxytoxum tesselatum"
"5043","Palaeophalacroma"
"5044","Protoperidinium steinii"
"5045","Protoperidinium quarnerense"
"5046","Podon"
"5047","Bacteriastrum elegans"
"5048","Cyanophyceae"
"5049","Melosira borreri"
"5050","Chaetoceros atlanticum"
"5051","Lophothrix"
"5052","Euphausia hemigibba"
"5053","Asteromphalus robustus"
"5054","Chaetoceros dichaeta"
"5055","Asteromphalus flabellatus"
"5056","Asterolampra marylandica"
"5057","Prorocentrum compressum"
"5058","Dinophysis rudgei"
"5059","Histioneis hyalina"
"5060","Gonyaulax"
"5061","Podolampas spinifera"
"5062","Protoperidinium leonis"
"5063","Protoperidinium"
"5064","Discosphaera tubifera"
"5065","Thalassiosira oestrupii"
"5066","Miracia efferata"
