"","Taxon","NamID","fieldNumber","references"
"3007","Lamellibrachia satsuma","Kagoshima Bay","HPD#0879","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008760"
"3008","Lamellibrachia satsuma","Kagoshima Bay","3K#0511","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/107186"
"3009","Lamellibrachia satsuma","Kagoshima Bay","2K#0767","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/38795"
"3010","Lamellibrachia satsuma","Kagoshima Bay","HPD#0454","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/817"
"3011","Lamellibrachia satsuma","Kagoshima Bay","HPD#0879","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008799"
"3012","Lamellibrachia satsuma","Kagoshima Bay","HPD#0885","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008355"
"3013","Lamellibrachia satsuma","Kagoshima Bay","HPD#0879","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008793"
"3014","Lamellibrachia satsuma","Kagoshima Bay","3K#0339","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2970005008"
"3015","Lamellibrachia satsuma","Kagoshima Bay","HPD#0885","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008303"
"3016","Lamellibrachia satsuma","Kagoshima Bay","HPD#1367","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1120031828"
"3017","Lamellibrachia satsuma","Kagoshima Bay","3K#0247","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2950009834"
"3018","Lamellibrachia satsuma","Kagoshima Bay","HPD#1367","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1120031826"
"3019","Lamellibrachia satsuma","Kagoshima Bay","HPD#0879","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008774"
"3020","Lamellibrachia satsuma","Nikko volcano","HPD#1164","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100023759"
"3021","Lamellibrachia satsuma","Kagoshima Bay","HPD#0334","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/115707"
"3022","Lamellibrachia satsuma","Kagoshima Bay","HPD#0248","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/24694"
"3023","Lamellibrachia satsuma","Kagoshima Bay","2K#0767","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2940009336"
"3024","Lamellibrachia satsuma","Kagoshima Bay","2K#0767","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2940009335"
"3025","Lamellibrachia satsuma","Kagoshima Bay","3K#0157","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930009534"
"3026","Lamellibrachia satsuma","Kagoshima Bay","3K#0339","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2970005009"
"3027","Lamellibrachia satsuma","Kagoshima Bay","3K#0517","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/107569"
"3028","Lamellibrachia satsuma","Kagoshima Bay","HPD#0892","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008622"
"3029","Lamellibrachia satsuma","Kagoshima Bay","DT#DK93-1-NSS DT-16","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920017435"
"3030","Lamellibrachia satsuma","Kagoshima Bay","3K#0559","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/67396"
"3031","Lamellibrachia satsuma","Kagoshima Bay","3K#0372","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2980012411"
"3032","Lamellibrachia satsuma","Kagoshima Bay","3K#0559","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/67379"
"3033","Lamellibrachia satsuma","Kagoshima Bay","HPD#1368","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1120031846"
"3034","Lamellibrachia satsuma","Kagoshima Bay","HPD#0378","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/49939"
"3035","Lamellibrachia satsuma","Nikko volcano","HPD#1168","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100023742"
"3036","Lamellibrachia satsuma","Kagoshima Bay","HPD#0686","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070007554"
"3037","Lamellibrachia satsuma","Kagoshima Bay","3K#0510","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/107205"
"3038","Lamellibrachia satsuma","Kagoshima Bay","2K#0767","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/38790"
"3040","Lamellibrachia satsuma","Kagoshima Bay","HPD#1371","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1120031879"
"3041","Lamellibrachia satsuma","Kagoshima Bay","2K#0767","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2940004533"
"3042","Lamellibrachia satsuma","Kagoshima Bay","3K#0157","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/74291"
"3043","Lamellibrachia satsuma","Kagoshima Bay","HPD#0879","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008776"
"3044","Lamellibrachia satsuma","Kagoshima Bay","3K#0154","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930009524"
"3045","Lamellibrachia satsuma","Kagoshima Bay","HPD#0739","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/115742"
"3046","Lamellibrachia satsuma","Kagoshima Bay","3K#0153","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930009511"
"3047","Lamellibrachia satsuma","Kagoshima Bay","HPD#0879","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008734"
"3048","Lamellibrachia satsuma","Kagoshima Bay","HPD#1367","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1120031823"
"3049","Lamellibrachia satsuma","Kagoshima Bay","HPD#0259","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/20286"
"3050","Lamellibrachia satsuma","Kagoshima Bay","HPD#0686","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070007555"
"3051","Lamellibrachia satsuma","Kagoshima Bay","HPD#0686","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070007543"
"3052","Lamellibrachia satsuma","Kagoshima Bay","3K#0164","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930009541"
"3053","Lamellibrachia satsuma","Kagoshima Bay","HPD#0879","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008676"
"3054","Lamellibrachia satsuma","Kagoshima Bay","HPD#0253","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/35613"
"3055","Lamellibrachia satsuma","Kagoshima Bay","3K#0164","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930009535"
"3056","Lamellibrachia satsuma","Kagoshima Bay","3K#0276","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/38604"
"3057","Lamellibrachia satsuma","Kagoshima Bay","3K#0247","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2950009841"
"3058","Lamellibrachia satsuma","Kagoshima Bay","HPD#0885","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008328"
"3059","Lamellibrachia satsuma","Kagoshima Bay","3K#0162","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930009448"
"3060","Lamellibrachia satsuma","Kagoshima Bay","3K#0248","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2950009203"
"3061","Lamellibrachia satsuma","Kagoshima Bay","DT#DT-15","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930021120"
"3062","Lamellibrachia satsuma","Kagoshima Bay","HPD#0379","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/49961"
"3063","Lamellibrachia satsuma","Kagoshima Bay","2K#0767","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2940009382"
"3064","Lamellibrachia satsuma","Kagoshima Bay","2K#0767","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/38793"
"3065","Lamellibrachia satsuma","Kagoshima Bay","HPD#0686","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070007552"
"3066","Lamellibrachia satsuma","Kagoshima Bay","2K#0767","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2940009366"
"3067","Lamellibrachia satsuma","Kagoshima Bay","HPD#0885","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008316"
"3068","Lamellibrachia satsuma","Kagoshima Bay","2K#0767","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2940004337"
"3069","Lamellibrachia satsuma","Kagoshima Bay","HPD#1371","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1120031877"
"3070","Lamellibrachia satsuma","Kagoshima Bay","DT#DK93-1-NSS DT-7","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920017436"
"3071","Lamellibrachia satsuma","Kagoshima Bay","HPD#0739","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/115741"
"3072","Lamellibrachia satsuma","Daikoku volcano","HPD#0498","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2050016219"
"3073","Lamellibrachia satsuma","Kagoshima Bay","3K#0340","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/47480"
"3074","Lamellibrachia satsuma","Nikko volcano","HPD#967, HPD#968","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/4090038723"
"3075","Lamellibrachia satsuma","Kagoshima Bay","3K#0412","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/71252"
"3076","Lamellibrachia satsuma","Kagoshima Bay","3K#0340","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/21144"
"3077","Lamellibrachia satsuma","Kagoshima Bay","HPD#0879","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008806"
"3078","Lamellibrachia satsuma","Kagoshima Bay","2K#0767","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/38786"
"3079","Lamellibrachia satsuma","Nikko volcano","6K#0144","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920009595"
"3080","Lamellibrachia satsuma","Kagoshima Bay","2K#0767","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2940009360"
"3081","Lamellibrachia satsuma","Kagoshima Bay","HPD#0879","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008767"
"3082","Lamellibrachia satsuma","Kagoshima Bay","3K#0372","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2980012415"
"3083","Lamellibrachia satsuma","Kagoshima Bay","3K#0282","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/42505"
"3084","Lamellibrachia satsuma","Kagoshima Bay","HPD#0879","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008775"
"3085","Lamellibrachia satsuma","Kagoshima Bay","3K#0154","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930009523"
"3087","Lamellibrachia satsuma","Kagoshima Bay","HPD#1371","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1120031875"
"3088","Lamellibrachia satsuma","Kagoshima Bay","HPD#0686","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070007550"
"3089","Lamellibrachia satsuma","Kagoshima Bay","3K#0370","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2980014505"
"3090","Lamellibrachia satsuma","Kagoshima Bay","HPD#0879","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008735"
"3091","Lamellibrachia satsuma","Kagoshima Bay","3K#0561","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/67517"
"3092","Lamellibrachia satsuma","Kagoshima Bay","2K#0767","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2940009365"
"3093","Lamellibrachia satsuma","Kagoshima Bay","HPD#0686","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070007540"
"3094","Lamellibrachia satsuma","Kagoshima Bay","HPD#0686","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070007541"
"3095","Lamellibrachia satsuma","Kagoshima Bay","DT#DT-15","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930021127"
"3096","Lamellibrachia satsuma","Kagoshima Bay","3K#0517","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/107568"
"3097","Lamellibrachia satsuma","Kagoshima Bay","3K#0247","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2950009240"
"3098","Lamellibrachia satsuma","Kagoshima Bay","3K#0368","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/9698"
"3099","Lamellibrachia satsuma","Kagoshima Bay","3K#0194","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2940005766"
"3100","Lamellibrachia satsuma","Kagoshima Bay","HPD#0686","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070007551"
"3101","Lamellibrachia satsuma","Kagoshima Bay","HPD#0885","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008291"
"3102","Lamellibrachia satsuma","Kagoshima Bay","3K#0248","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2950012388"
"3103","Lamellibrachia satsuma","Kagoshima Bay","HPD#0879","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008761"
"3104","Lamellibrachia satsuma","Kagoshima Bay","2K#0767","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2940009380"
"3105","Lamellibrachia satsuma","Kagoshima Bay","HPD#0253","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/20274"
"3106","Lamellibrachia satsuma","Kagoshima Bay","HPD#1371","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/110740"
"3107","Lamellibrachia satsuma","Kagoshima Bay","HPD#0879","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008727"
"3108","Lamellibrachia satsuma","Kagoshima Bay","HPD#0879","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008777"
"3109","Lamellibrachia satsuma","Kagoshima Bay","2K#0767","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2940004532"
"3110","Lamellibrachia satsuma","Kagoshima Bay","HPD#0686","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070007525"
"3111","Lamellibrachia satsuma","Nikko volcano","HPD#1169","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100023802"
"3112","Lamellibrachia satsuma","Kagoshima Bay","HPD#0885","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008327"
"3113","Lamellibrachia satsuma","Kagoshima Bay","HPD#0885","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008324"
"3114","Lamellibrachia satsuma","Kagoshima Bay","HPD#0885","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008319"
"3115","Lamellibrachia satsuma","Kagoshima Bay","3K#0511","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/107164"
"3116","Lamellibrachia satsuma","Kagoshima Bay","HPD#0259","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/20282"
"3117","Lamellibrachia satsuma","Kagoshima Bay","3K#0163","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/74383"
"3118","Lamellibrachia satsuma","Kagoshima Bay","3K#0247","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2950009242"
"3119","Lamellibrachia satsuma","Kagoshima Bay","HPD#0885","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008323"
"3121","Lamellibrachia satsuma","Kagoshima Bay","HPD#0879","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008723"
"3122","Lamellibrachia satsuma","Kagoshima Bay","HPD#0879","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008790"
"3123","Lamellibrachia satsuma","Kagoshima Bay","HPD#0885","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008314"
"3124","Lamellibrachia satsuma","Kagoshima Bay","DT#DT-15","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930021125"
"3125","Lamellibrachia satsuma","Kagoshima Bay","HPD#0740","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/115775"
"3126","Lamellibrachia satsuma","Kagoshima Bay","HPD#0885","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/15123"
"3127","Lamellibrachia satsuma","Kagoshima Bay","3K#0247","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2950004526"
"3128","Lamellibrachia satsuma","Kagoshima Bay","HPD#0879","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008690"
"3129","Lamellibrachia satsuma","Kagoshima Bay","3K#0282","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2960009243"
"3130","Lamellibrachia satsuma","Kagoshima Bay","3K#0151","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/74230"
"3131","Lamellibrachia satsuma","Kagoshima Bay","HPD#0259","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/20276"
"3132","Lamellibrachia satsuma","Kagoshima Bay","2K#0767","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2940009367"
"3133","Lamellibrachia satsuma","Kagoshima Bay","3K#0194","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2940012381"
"3134","Lamellibrachia satsuma","Kagoshima Bay","HPD#0885","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008306"
"3135","Lamellibrachia satsuma","Kagoshima Bay","HPD#0879","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008762"
"3136","Lamellibrachia satsuma","Kagoshima Bay","HPD#0879","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008764"
"3137","Lamellibrachia satsuma","Kagoshima Bay","HPD#0879","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008732"
"3138","Lamellibrachia satsuma","Kagoshima Bay","HPD#0691","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/33310"
"3139","Lamellibrachia satsuma","Kagoshima Bay","3K#0282","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/42499"
"3140","Lamellibrachia satsuma","Kagoshima Bay","HPD#0686","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070007547"
"3141","Lamellibrachia satsuma","Kagoshima Bay","HPD#1367","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1120031830"
"3142","Lamellibrachia satsuma","Kagoshima Bay","3K#0153","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930005962"
"3143","Lamellibrachia satsuma","Kagoshima Bay","HPD#0686","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070007549"
"3144","Lamellibrachia satsuma","Kagoshima Bay","HPD#0380","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/49974"
"3145","Lamellibrachia satsuma","Kagoshima Bay","3K#0251","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/107237"
"3146","Lamellibrachia satsuma","Kagoshima Bay","3K#0412","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/71237"
"3147","Lamellibrachia satsuma","Kagoshima Bay","3K#0153","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/102249"
"3148","Lamellibrachia satsuma","Kagoshima Bay","3K#0164","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930009539"
"3149","Lamellibrachia satsuma","Kagoshima Bay","3K#0247","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2950009156"
"3150","Lamellibrachia satsuma","Kagoshima Bay","HPD#0879","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008791"
"3151","Lamellibrachia satsuma","Kagoshima Bay","HPD#0693","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/28460"
"3152","Lamellibrachia satsuma","Kagoshima Bay","3K#0248","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2950012386"
"3153","Lamellibrachia satsuma","Kagoshima Bay","3K#0248","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2950009172"
"3154","Lamellibrachia satsuma","Kagoshima Bay","HPD#0892","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080020900"
"3155","Lamellibrachia satsuma","Kagoshima Bay","3K#0248","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2950012384"
"3156","Lamellibrachia satsuma","Kagoshima Bay","3K#0153","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/74238"
"3157","Lamellibrachia satsuma","Kagoshima Bay","3K#0248","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/73664"
"3158","Lamellibrachia satsuma","Kagoshima Bay","3K#0164","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/74410"
"3159","Lamellibrachia satsuma","Kagoshima Bay","3K#0248","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2950004334"
"3160","Lamellibrachia satsuma","Kagoshima Bay","2K#0767","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2940009363"
"3161","Lamellibrachia satsuma","Kagoshima Bay","2K#0767","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2940009364"
"3162","Lamellibrachia satsuma","Kagoshima Bay","3K#0404","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/71056"
"3163","Lamellibrachia satsuma","Kagoshima Bay","HPD#0879","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008769"
"3164","Lamellibrachia satsuma","Kagoshima Bay","HPD#1367","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1120031822"
"3165","Lamellibrachia satsuma","Kagoshima Bay","HPD#1371","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1120031873"
"3166","Lamellibrachia satsuma","Kagoshima Bay","3K#0277","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/1945"
"3167","Lamellibrachia satsuma","Kagoshima Bay","HPD#0879","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008730"
"3168","Lamellibrachia satsuma","Kagoshima Bay","HPD#0879","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008770"
"3169","Lamellibrachia satsuma","Kagoshima Bay","HPD#0885","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008317"
"3170","Lamellibrachia satsuma","Kagoshima Bay","HPD#0885","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008320"
"3171","Lamellibrachia satsuma","Kagoshima Bay","HPD#0879","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008655"
"3173","Lamellibrachia satsuma","Kagoshima Bay","3K#0163","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/74396"
"3174","Lamellibrachia satsuma","Kagoshima Bay","3K#0152","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930005602"
"3175","Lamellibrachia satsuma","Kagoshima Bay","HPD#0879","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008719"
"3176","Lamellibrachia satsuma","Kagoshima Bay","HPD#0686","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070007538"
"3177","Lamellibrachia satsuma","Kagoshima Bay","HPD#0879","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080008678"
