Taxon,NamID,fieldNumber,references,freq
Bathymodiolus platifrons,"SPOT, Hatoma Knoll",2K#1371,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2020011592,128
Bathymodiolus platifrons,"SPOT, Hatoma Knoll",HPD#1621,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042225,128
Bathymodiolus platifrons,"SPOT, Hatoma Knoll",2K#1184,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010635,128
Bathymodiolus septemdierum,Suiyo Seamount,HPD#0679,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070020462,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028626,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1286,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028545,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0693,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930017431,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028637,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0627,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920009583,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0693,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930009433,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#0675,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070020448,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1285,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028477,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0627,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920009845,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1285,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028484,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0693,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930009431,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0562,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2910017472,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#0675,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070020444,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1286,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028550,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1285,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028478,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0693,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930009432,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028670,131
Bathymodiolus septemdierum,Suiyo Seamount,KAIKO#0779,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1180057160,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0949,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2970011843,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0627,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920017454,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1285,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028480,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0627,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920009586,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#1237,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010871,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028652,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#0679,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070020465,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#0675,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070020439,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0693,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930017430,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028640,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#1238,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010881,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028668,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#1016,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2980005033,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028629,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0627,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920017455,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028638,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#0681,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070007843,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0889,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2960009843,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0889,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2960009847,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0889,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2960009842,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#0675,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070007794,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028664,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028656,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0889,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2960011805,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028659,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028630,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028628,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028653,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0889,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2960017343,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028639,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028633,131
Bathymodiolus septemdierum,Suiyo Seamount,KAIKO#0778,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1180057157,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1285,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/4110032047,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#1238,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010878,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1286,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028546,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0627,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920009582,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028666,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028631,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0693,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930009434,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#0681,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070007844,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028635,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1285,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028485,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028621,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#0679,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070007824,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028651,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#1238,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010875,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028657,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1285,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028482,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028663,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1286,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028548,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#1237,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010870,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1286,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028552,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#1237,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010869,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0627,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920017453,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1285,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028479,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0626,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920009306,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#0678,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070007818,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028624,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0693,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930009838,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028671,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028660,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028667,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028662,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1286,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028547,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028654,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028672,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0630,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920009584,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028658,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028646,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028632,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028648,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028627,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028636,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028622,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#1238,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010873,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028650,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0562,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2910005982,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028669,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0693,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930017574,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028641,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#0679,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070007825,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#1238,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010879,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0693,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930009430,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#0677,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070007807,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#1237,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010863,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028649,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028634,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028673,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0627,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920014481,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0693,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930017429,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028642,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1286,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028551,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#0680,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070007832,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1286,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028549,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028645,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#0679,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070020459,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028644,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028623,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028661,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028643,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028625,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028665,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1285,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028481,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#0676,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070007802,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#1016,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2980005030,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028655,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0627,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920009577,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1285,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028483,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0627,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920017448,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0693,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930011752,131
Bathymodiolus septemdierum,Suiyo Seamount,2K#0627,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920009543,131
Bathymodiolus septemdierum,Suiyo Seamount,HPD#1287,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028647,131
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028343,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028356,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028345,172
Paralvinella hessleri,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017980,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028271,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028296,172
Paralvinella hessleri,Myojin Knoll,HPD#1810,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150045394,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028269,172
Paralvinella hessleri,Myojin Knoll,HPD#1810,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150045386,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/4110032032,172
Paralvinella hessleri,Myojin Knoll,HPD#1810,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150045390,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028389,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028369,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028276,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028279,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028266,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028341,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028368,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028385,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028350,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028367,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028303,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028352,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028382,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028344,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028311,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028257,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028313,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028386,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028308,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028394,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028309,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028310,172
Paralvinella hessleri,Myojin Knoll,HPD#1127,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100018088,172
Paralvinella hessleri,Myojin Knoll,HPD#1810,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150045551,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028396,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028270,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028387,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028263,172
Paralvinella hessleri,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028388,172
